"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","yearDeployed","yearCollected","lengthDeployment","collectorList","continentOcean","country","county","locality","island","islandGroup","locationID","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","habitat","fullUnit","unitNotes","unitAttachment","unitRetrievalBin","unitRetrievalFilteredWater","unitRetrievalBubbler","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","institutionCode","institutionID","datasetName","fractionStorageBuffer","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","sequencingTriplicates","sample_name"
"TUT1.SESSILE","Run13","Ransome_TUT01_TUT01C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT01",-14.2836,-170.63788,"14° 17' 00.95"" S","170° 38' 16.36"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_01C","-14.2836 -170.63788","Ransome_TUT01_TUT01C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT1.SESSILE"
"TUT11A.500","Run13","Ransome_TUT11_TUT11A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11A","-14.36041667 -170.75035","Ransome_TUT11_TUT11A_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11A.500"
"TUT11A.SESSILE","Run13","Ransome_TUT11_TUT11A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11A","-14.36041667 -170.75035","Ransome_TUT11_TUT11A_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11A.SESSILE"
"TUT11B.100","Run13","Ransome_TUT11_TUT11B_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11B","-14.36041667 -170.75035","Ransome_TUT11_TUT11B_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11B.100"
"TUT11B.500","Run13","Ransome_TUT11_TUT11B_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11B","-14.36041667 -170.75035","Ransome_TUT11_TUT11B_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11B.500"
"TUT11C.100","Run13","Ransome_TUT11_TUT11C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11C","-14.36041667 -170.75035","Ransome_TUT11_TUT11C_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11C.100"
"TUT11C.500","Run13","Ransome_TUT11_TUT11C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11C","-14.36041667 -170.75035","Ransome_TUT11_TUT11C_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11C.500"
"TUT22.100","Run13","Ransome_TUT22_TUT22C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT22",-14.36613333,-170.7628833,"14° 21' 58.07"" S","170° 45' 46.37"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_22C","-14.36613333 -170.7628833","Ransome_TUT22_TUT22C_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT22.100"
"TUT22.500","Run13","Ransome_TUT22_TUT22C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT22",-14.36613333,-170.7628833,"14° 21' 58.07"" S","170° 45' 46.37"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_22C","-14.36613333 -170.7628833","Ransome_TUT22_TUT22C_120401_150201_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT22.500"
"TUT22.SESSILE","Run13","Ransome_TUT22_TUT22C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT22",-14.36613333,-170.7628833,"14° 21' 58.07"" S","170° 45' 46.37"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_22C","-14.36613333 -170.7628833","Ransome_TUT22_TUT22C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT22.SESSILE"
"FFS12.100","Run14","Ransome_FFS12_FFS12A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2011,2014,36,"Molly Timmers","Pacific","USA","","USA","French Frigate Shoals","Northwest Hawaiian Islands","FFS12",23.63835,-166.18005,"23° 38' 18.05"" N","166° 10' 48.17"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_FFS_12A","23.63835 -166.18005","Ransome_FFS12_FFS12A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","FFS12.100"
"FFS34.100","Run14","Ransome_FFS34_FFS34A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2011,2014,36,"Molly Timmers","Pacific","USA","","USA","French Frigate Shoals","Northwest Hawaiian Islands","FFS34",23.627917,-166.135383,"23° 37' 40.50"" N","166° 08' 07.37"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_FFS_34A","23.627917 -166.135383","Ransome_FFS34_FFS34A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","FFS34.100"
"GUA2C.100","Run14","Ransome_GUA02_GUA02C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA02",13.30553141,144.6525324,"13° 18' 19.91"" N","144° 39' 09.11"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_02C","13.30553141 144.6525324","Ransome_GUA02_GUA02C_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA2C.100"
"GUA5.100","Run14","Ransome_GUA05_GUA05B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA05",13.57845859,144.8283336,"13° 34' 42.45"" N","144° 49' 42.00"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_05B","13.57845859 144.8283336","Ransome_GUA05_GUA05B_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA5.100"
"GUA8A.100","Run14","Ransome_GUA08_GUA08A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA08",13.48873585,144.8779058,"13° 29' 19.44"" N","144° 52' 40.46"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_08A","13.48873585 144.8779058","Ransome_GUA08_GUA08A_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA8A.100"
"GUA8B.100","Run14","Ransome_GUA08_GUA08B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA08",13.48873585,144.8779058,"13° 29' 19.44"" N","144° 52' 40.46"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_08B","13.48873585 144.8779058","Ransome_GUA08_GUA08B_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA8B.100"
"GUA8C.100","Run14","Ransome_GUA08_GUA08C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA08",13.48873585,144.8779058,"13° 29' 19.44"" N","144° 52' 40.46"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_08C","13.48873585 144.8779058","Ransome_GUA08_GUA08C_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA8C.100"
"HAW22A.100","Run14","Ransome_HAW22_HAW22B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Hawaii","Hawaii","Hawaiian Islands","HAW22",18.96859682,-155.730732,"18° 58' 06.94"" N","155° 43' 50.63"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_HAW_22B","18.96859682 -155.730732","Ransome_HAW22_HAW22B_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HAW22A.100"
"HAW24A.100","Run14","Ransome_HAW24_HAW24A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Hawaii","Hawaii","Hawaiian Islands","HAW24",19.03821667,-155.88255,"19° 02' 17.58"" N","155° 52' 57.18"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_HAW_24A","19.03821667 -155.88255","Ransome_HAW24_HAW24A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HAW24A.100"
"HAW24B.100","Run14","Ransome_HAW24_HAW24B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Hawaii","Hawaii","Hawaiian Islands","HAW24",19.03821667,-155.88255,"19° 02' 17.58"" N","155° 52' 57.18"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_HAW_24B","19.03821667 -155.88255","Ransome_HAW24_HAW24B_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HAW24B.100"
"HAW24C.100","Run14","Ransome_HAW24_HAW24C_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Hawaii","Hawaii","Hawaiian Islands","HAW24",19.03821667,-155.88255,"19° 02' 17.58"" N","155° 52' 57.18"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_HAW_24C","19.03821667 -155.88255","Ransome_HAW24_HAW24C_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HAW24C.100"
"KAU2A.100","Run14","Ransome_KAU02_KAU02A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Kauai","Kauai","Hawaiian Islands","KAU02",22.16408333,-159.2989167,"22° 09' 50.69"" N","159° 17' 56.10"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_KAU_02A","22.16408333 -159.2989167","Ransome_KAU02_KAU02A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KAU2A.100"
"KAU6A.100","Run14","Ransome_KAU06_KAU06A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Kauai","Kauai","Hawaiian Islands","KAU06",21.88966667,-159.6090167,"21° 53' 22.80"" N","159° 36' 32.46"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_KAU_06A","21.88966667 -159.6090167","Ransome_KAU06_KAU06A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KAU6A.100"
"KUR12.100","Run14","Ransome_KUR12_KUR12A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Kure","Kure","Northwest Hawaiian Islands","KUR12",28.382517,-178.324733,"28° 22' 57.06"" N","178° 19' 29.03"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_KUR_12A","28.382517 -178.324733","Ransome_KUR12_KUR12A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KUR12.100"
"KUR33.100","Run14","Ransome_KUR33_KUR33A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Kure","Kure","Northwest Hawaiian Islands","KUR33",28.416767,-178.378433,"28° 25' 00.36"" N","178° 22' 42.35"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_KUR_33A","28.416767 -178.378433","Ransome_KUR33_KUR33A_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KUR33.100"
"LIS10.100","Run14","Ransome_LIS10_LIS10B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Lisianski","Lisianski","Northwest Hawaiian Islands","LIS10",25.944517,-173.9535,"25° 56' 40.26"" N","173° 57' 12.59"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_LIS_10B","25.944517 -173.9535","Ransome_LIS10_LIS10B_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","LIS10.100"
"LIS14.100","Run14","Ransome_LIS14_LIS14B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Lisianski","Lisianski","Northwest Hawaiian Islands","LIS14",26.0782,-173.997033,"26° 04' 41.51"" N","173° 59' 49.31"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_LIS_14B","26.0782 -173.997033","Ransome_LIS14_LIS14B_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","LIS14.100"
"MAI1.100","Run14","Ransome_MAI01_MAI01B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Maui","Maui","Hawaiian Islands","MAI01",20.76231667,-155.9799833,"20° 45' 44.34"" N","155° 58' 47.93"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_MAI_01B","20.76231667 -155.9799833","Ransome_MAI01_MAI01B_100101_130101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MAI1.100"
"MAU46.100","Run14","Ransome_MAU04_MAU04B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU04",20.01393333,145.2343167,"20° 00' 50.15"" N","145° 14' 03.54"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_04B","20.01393333 145.2343167","Ransome_MAU04_MAU04B_110101_140101_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MAU46.100"
